NmCanalAtendimento;IdUsuario;DtAcesso;IdAcesso;SkyWhatsApp
WHATSAPP;3CB5EF30-DA33-4C2A-A5F5-4310895181AB;2024-09-27;HSM_663515CE-57CE-43D5-B2F8-5BD553F85409;SKY_14
WHATSAPP;3CB79C5B-80B7-4451-B8C1-36A1D2BD6216;2024-09-19;HSM_F3EBD796-8967-4D6A-AE04-98AF3DF3EED2;SKY_20
WHATSAPP;3CBA4240-DE0C-4EEA-A632-CBCF90FA6F0E;2024-09-04;HSM_5AF1C159-57A8-4B33-8FC3-2F70F48203BF;SKY_15
WHATSAPP;3CC20ABA-7CB8-4D85-9F04-6D83718A9813;2024-09-11;HSM_46442F84-8B26-4368-A094-F73BF929B1B8;SKY_15
WHATSAPP;3CC6A810-E5E7-46A0-8A11-FD9E9923EA28;2024-09-19;HSM_AA0E2B30-EDE8-49B0-A140-F6595AE36975;SKY_15
WHATSAPP;3CC6A810-E5E7-46A0-8A11-FD9E9923EA28;2024-09-25;HSM_9C3EDE90-7AC5-4A4B-9D68-196E08935A61;SKY_15
WHATSAPP;3CC7A816-600C-4AF4-BCE9-86159298C050;2024-09-20;HSM_F168438C-A0A5-47DD-9F24-F6FBC328C378;SKY_14
WHATSAPP;3CC8C6E7-55D6-4541-8DE5-54B7D37FEEAD;2024-09-17;HSM_9EE877C1-89F5-4078-ABD2-561972A10FA5;SKY_39
WHATSAPP;3CC8C6E7-55D6-4541-8DE5-54B7D37FEEAD;2024-09-25;HSM_7154487B-932C-4454-AA48-6E24A91612F6;SKY_26
WHATSAPP;3CC8C6E7-55D6-4541-8DE5-54B7D37FEEAD;2024-09-30;HSM_47AA31AE-6635-4542-A9D1-BD5FF02ECDB5;SKY_26
WHATSAPP;3CCE5CE7-18F8-41A9-BDA7-6D225A235397;2024-09-24;HSM_BF7A5894-9C65-45A2-A85D-8D67F1F0A9D8;SKY_26
WHATSAPP;3CCE5CE7-18F8-41A9-BDA7-6D225A235397;2024-10-01;HSM_763931A6-05A5-4C17-A61C-76858C0AC9A5;SKY_21
WHATSAPP;3CCE5CE7-18F8-41A9-BDA7-6D225A235397;2024-10-01;HSM_98294B5C-3039-4D1F-AAEA-1130594FEFB4;SKY_99
WHATSAPP;3CCE5CE7-18F8-41A9-BDA7-6D225A235397;2024-10-01;HSM_F72F2894-2B81-4C55-BF34-2BFCD3C3FAE2;SKY_99
WHATSAPP;3CDEFA8C-6288-4C74-923E-F68B2E1BCE26;2024-09-03;HSM_523CAD01-2987-42E9-99CE-032EC9A7F800;SKY_26
WHATSAPP;3CDEFA8C-6288-4C74-923E-F68B2E1BCE26;2024-09-20;HSM_0E57A348-1AB4-424F-9C9D-74269EF31C9E;SKY_26
WHATSAPP;3CE24E31-F52F-4B56-9FCD-714E98B2B8BA;2024-09-23;HSM_84D96622-0112-4B1F-8CA3-5AF2E08197BF;SKY_36
WHATSAPP;3CE24E31-F52F-4B56-9FCD-714E98B2B8BA;2024-09-24;HSM_867DE5DC-7D1F-4055-A4F5-73BC37F89F74;SKY_39
WHATSAPP;3CE24E31-F52F-4B56-9FCD-714E98B2B8BA;2024-09-26;HSM_B2D0D994-32D3-47FA-8F65-7805219EE500;SKY_39
WHATSAPP;3CEC87BA-1DB5-4924-9442-E56B9120AAE1;2024-09-26;HSM_AA59DDD7-BEC3-4A9A-8DC1-E6EB76071231;SKY_14
WHATSAPP;3CF8196B-99FE-4FEF-BBD1-B6DE49F6E533;2024-09-06;HSM_C3148F8D-1959-42D1-8EDD-AAF19931E1A5;SKY_36
WHATSAPP;3CF8196B-99FE-4FEF-BBD1-B6DE49F6E533;2024-09-24;HSM_9D439A4B-6F5E-4E4B-9F75-137D2237F7CA;SKY_35
WHATSAPP;3CF8196B-99FE-4FEF-BBD1-B6DE49F6E533;2024-09-25;HSM_0CB130C6-F44B-429F-B637-A81E4F0E6569;SKY_35
WHATSAPP;3D02A4B9-331F-4E62-8744-027329EB1403;2024-09-26;HSM_5A282682-A414-4298-9D06-5C78011729FB;SKY_03
WHATSAPP;3D1A1E59-5830-43A2-9658-417444A0D64A;2024-09-06;HSM_A43937DC-969C-440A-89E3-063B39886688;SKY_26
WHATSAPP;3D1A3ED7-C7FB-407B-B690-7683A966BD9D;2024-09-20;HSM_67530760-A948-4419-83DD-2B8C65BC0085;SKY_21
WHATSAPP;3D33B9FD-CF03-4440-83A9-BEA26DAF409C;2024-09-02;HSM_3E929C2E-6E45-4D11-B137-B2992357BAF6;SKY_15
WHATSAPP;3D349F3F-73BF-4486-B667-76FFBDE88B86;2024-09-09;HSM_79651BD5-8FA4-4A8D-A571-6175F35573B1;SKY_21
WHATSAPP;3D371528-A24A-41A5-AB0D-674A9749874D;2024-09-04;HSM_B7607C82-DD6E-4AC2-8B1B-9FA2A981E93A;SKY_15
WHATSAPP;3D3D1D98-23B6-4849-B172-71A97154427C;2024-09-04;HSM_62D04551-5515-439E-9F83-222095144C1C;SKY_15
WHATSAPP;3D3D1D98-23B6-4849-B172-71A97154427C;2024-09-25;HSM_4C4C293B-8F0F-4FFC-9638-8CEDD8100CBB;SKY_26
WHATSAPP;3D3F501D-FECB-43AD-9B46-021EFC398CC2;2024-09-02;HSM_33356772-6189-4913-BE1F-ECE2D3D5022D;SKY_23
WHATSAPP;3D4137BE-F41F-468C-876E-DDA4B54D771A;2024-10-01;HSM_8DF0D137-EAFE-4C19-8A9B-6C1142512AFF;SKY_15
WHATSAPP;3D41A12B-9CDC-4C00-886E-0BDD125F0B04;2024-09-19;HSM_453BBFAC-5AD0-4411-94D2-DCB9586AD6FE;SKY_15
WHATSAPP;3D41B6EC-B82F-4911-AD8D-39E13682297E;2024-09-03;HSM_E8EF626D-3615-4D0D-83D7-E1A3C6A7E36C;SKY_15
WHATSAPP;3D438557-C0A1-434F-9C13-ECB2C96CE0FD;2024-09-23;HSM_FB970CC1-FAED-4309-B203-44AB6768756A;SKY_32
WHATSAPP;3D45CE77-748F-4EE2-9E9F-A62D904872FD;2024-09-12;HSM_35076235-0522-4553-B641-DA1327A04D45;SKY_26
WHATSAPP;3D45CE77-748F-4EE2-9E9F-A62D904872FD;2024-09-20;HSM_A24ACED2-AEB4-4A9F-8B9F-20B0ECCFF8CA;SKY_26
WHATSAPP;3D467E18-8C32-4C71-B459-9C4C402FBB69;2024-09-18;HSM_5435F5BC-DBAD-406F-B3CF-DFB754B370AF;SKY_35
WHATSAPP;3D4BF234-8449-43E7-9FCE-2D95110DB0EF;2024-09-04;HSM_5D2A9F51-EAEB-4601-AB56-C9DA358E341D;SKY_15
WHATSAPP;3D4BF234-8449-43E7-9FCE-2D95110DB0EF;2024-09-05;HSM_BF8454D9-1760-49AC-81F4-DCEF673E9FCF;SKY_99
WHATSAPP;3D4BF234-8449-43E7-9FCE-2D95110DB0EF;2024-09-09;HSM_8C1EF0FE-C3D6-4E66-851B-C7311A578361;SKY_99
WHATSAPP;3D4BF234-8449-43E7-9FCE-2D95110DB0EF;2024-09-09;HSM_FFE7A7F4-21B8-454D-BD4E-9607F69D658E;SKY_99
WHATSAPP;3D4BF234-8449-43E7-9FCE-2D95110DB0EF;2024-09-11;HSM_15F1B3CB-6D4D-421B-B4BD-C543BA3577C4;SKY_99
WHATSAPP;3D4BF234-8449-43E7-9FCE-2D95110DB0EF;2024-09-11;HSM_A74F2D86-BACF-45F8-995D-515E2C073478;SKY_99
WHATSAPP;3D4BF234-8449-43E7-9FCE-2D95110DB0EF;2024-09-19;HSM_C9B1DB90-0921-495F-ADC9-4A4F5924CB7A;SKY_99
WHATSAPP;3D4BF234-8449-43E7-9FCE-2D95110DB0EF;2024-09-20;HSM_BBD27DF3-A375-42A7-AEA4-F5CA75EBA770;SKY_15
WHATSAPP;3D4FAD29-3BCE-48A9-BCC8-183186B2FE36;2024-09-13;HSM_9A260126-FC8B-40A0-B08D-53CE74BC77CF;SKY_26
WHATSAPP;3D4FAD29-3BCE-48A9-BCC8-183186B2FE36;2024-09-19;HSM_1A83EF20-D0FA-4EAA-B906-00FBCD38A5B9;SKY_35
WHATSAPP;3D55F4F3-54BF-4EC7-9FA6-C74B457FD952;2024-09-25;HSM_5653FCAD-5700-402D-854A-441A5B1F0498;SKY_26
WHATSAPP;3D55F4F3-54BF-4EC7-9FA6-C74B457FD952;2024-10-01;HSM_01F60CAF-BD85-4C8B-95AB-6096F439FF7F;SKY_15
WHATSAPP;3D5D432A-16E1-491F-9766-4F1A32050CE0;2024-09-25;HSM_B53A8E3D-4DE6-41C1-A2F8-3F15A98504C9;SKY_39
WHATSAPP;3D6567A0-7425-4A6B-8B74-0A189476DB26;2024-09-02;HSM_E64BE2CF-FB46-49E4-9FD1-2E4BDE213BA2;SKY_15
WHATSAPP;3D6567A0-7425-4A6B-8B74-0A189476DB26;2024-09-06;HSM_09441333-337D-46E6-AE74-7ABBF83C2ABD;SKY_15
WHATSAPP;3D6567A0-7425-4A6B-8B74-0A189476DB26;2024-09-24;HSM_5BBB863E-928D-4742-B3D9-C7A7B290A2EF;SKY_15
WHATSAPP;3D7D170B-8CD8-4FA5-BAD7-9A8715B70A4B;2024-09-04;HSM_A142A5EC-36AC-4AC9-B88F-565D071263D3;SKY_26
WHATSAPP;3D7D170B-8CD8-4FA5-BAD7-9A8715B70A4B;2024-09-12;HSM_9E250E86-2B88-4864-BB1B-C496C59E4A5F;SKY_26
WHATSAPP;3D7D170B-8CD8-4FA5-BAD7-9A8715B70A4B;2024-09-13;HSM_143883B9-BB77-4BE0-B0DB-2FA68E27D5F3;SKY_26
WHATSAPP;3D7D170B-8CD8-4FA5-BAD7-9A8715B70A4B;2024-09-26;HSM_851083C4-5084-42FF-9E35-1B189503EB99;SKY_26
WHATSAPP;3D7E3F6E-F491-4A38-BE17-920A459CBD3E;2024-10-01;HSM_7F40FF83-86B6-4223-A240-FA996F2AD7A3;SKY_39
WHATSAPP;3D838BF2-F1E1-4114-B00D-04F0ADCCC3E0;2024-09-09;HSM_DDB54457-6443-4C8A-994B-E4D8902D115C;SKY_02
WHATSAPP;3D838BF2-F1E1-4114-B00D-04F0ADCCC3E0;2024-09-11;HSM_7CB22CCF-81EF-47D0-8210-4A53C9565FED;SKY_02
WHATSAPP;3D8A77BD-A965-4DD0-92E4-6DBF97C76D1A;2024-09-24;HSM_A6EA782F-64C5-41E0-8DA8-1AC4C45E50F1;SKY_26
WHATSAPP;3D8BA118-6E66-4141-86D5-DCD0B8083647;2024-09-12;HSM_CE21EB25-6B3C-4344-8808-EB152555F379;SKY_20
WHATSAPP;3D8CBEAE-E010-4679-9CCB-5ABAFA9EE347;2024-09-03;HSM_6944C83F-FF25-4A58-B6E8-0E4C8CD06D79;SKY_26
WHATSAPP;3D8CBEAE-E010-4679-9CCB-5ABAFA9EE347;2024-09-05;HSM_23716F2E-CECB-40FA-867D-64FA6692EB50;SKY_26
WHATSAPP;3D8CBEAE-E010-4679-9CCB-5ABAFA9EE347;2024-09-11;HSM_A219B507-7807-4249-A30B-D5ED72EAA28C;SKY_21
WHATSAPP;3D8D8165-3B77-4442-9C54-30DC5D14E90E;2024-09-12;HSM_AEDFE666-4331-42D6-8ABC-080C03CCEE47;SKY_35
WHATSAPP;3D8E264D-FE05-4246-8B0F-793AFEB1CCB0;2024-09-20;HSM_062D7A5E-D8F4-4C8B-B3E4-9D1EA4700FFC;SKY_14
WHATSAPP;3D8F2240-D0B4-45D2-9CD7-66CDC2EEEE78;2024-09-02;HSM_85FE6CF0-14E9-4863-8FC9-63491A330468;SKY_35
WHATSAPP;3D93D3AF-C217-4A9E-AC24-1BC42039624E;2024-09-06;HSM_E6470A61-0DD6-46CD-A841-7468BC30AE42;SKY_39
WHATSAPP;3D96A838-4026-4195-80E0-153F38A10CD2;2024-09-13;HSM_8CBF8745-6F59-4D18-8ED2-FD42DF232156;SKY_20
WHATSAPP;3D972F56-F004-4EB5-8148-736FDA851D29;2024-09-25;HSM_FBEE902E-FFD1-4AA3-B51C-0541A5DC3F22;SKY_26
WHATSAPP;3D97FF1A-CECF-4B67-86F0-35000B40925C;2024-09-11;HSM_21318066-2D23-4C8A-831D-0FE727D06FAC;SKY_15
WHATSAPP;3D981A26-89D4-4E8B-9273-A5DC33C30B61;2024-09-04;HSM_117922BD-E151-45F3-BADB-03C364668453;SKY_15
WHATSAPP;3D9A4C23-C7BB-4C78-ACC6-DE5B04EA915F;2024-09-16;HSM_F05604CB-9024-4D0D-9617-6807D6CC4EF2;SKY_15
WHATSAPP;3D9BA6FB-AA62-4C1E-903F-C6D1A33581F9;2024-09-04;HSM_FF8F2149-F4CE-4EB8-B687-6A7A57CF0352;SKY_05
WHATSAPP;3D9D0B20-58F9-4954-B209-2E3DDDAB7D1B;2024-09-06;HSM_AB22176E-62E7-4125-80F9-F298980E73F1;SKY_15
WHATSAPP;3D9D0B20-58F9-4954-B209-2E3DDDAB7D1B;2024-09-30;HSM_93215FAF-5E4D-4919-82DF-B32FCD474C6F;SKY_15
WHATSAPP;3DA3B10A-9EBF-4117-B7A3-4713A2AB4E85;2024-09-03;HSM_275E68E0-B19A-4609-BF93-8E7B2087C6D2;SKY_15
WHATSAPP;3DA8DC5C-791C-411A-B44D-CCD012507729;2024-09-18;HSM_B23CF94B-A315-49D5-A5D2-C098F7125630;SKY_15
WHATSAPP;3DAFF19B-F156-42FE-BE11-F369E623E294;2024-09-04;HSM_FB275C48-CAC1-4CB3-924F-FF4175A91777;SKY_15
WHATSAPP;3DB44B3E-31EA-494E-A602-299EC149ADE1;2024-09-04;HSM_401A2872-CAB0-488C-A1C8-6B8171749839;SKY_02
WHATSAPP;3DB44B3E-31EA-494E-A602-299EC149ADE1;2024-09-18;HSM_610C2A74-4391-45C9-987A-E03389321E4A;SKY_02
WHATSAPP;3DBA9C47-C63D-4485-BE10-0B442C7C2C23;2024-09-30;HSM_107D40A1-74D3-4E3C-BA4A-641EFDD00609;SKY_02
WHATSAPP;3DBF3581-5697-415B-B25A-550EDFDEFA80;2024-09-05;HSM_EAE9498A-2B29-4CAB-9427-148FF02D2229;SKY_39
WHATSAPP;3DC66FCA-90F7-40F0-B33B-500DC05B873B;2024-09-19;HSM_F36FB553-7BA8-46E9-84BF-66E1089BD5B8;SKY_19
WHATSAPP;3DC8B11A-1D0F-40DB-BB24-53990EA9D603;2024-09-11;HSM_29D4466B-AA2D-4491-8D95-B84E00D42D00;SKY_99
WHATSAPP;3DC8B11A-1D0F-40DB-BB24-53990EA9D603;2024-09-11;HSM_F7CDCE7E-CAEF-4429-BCC6-24796517DFBE;SKY_39
WHATSAPP;3DC8B11A-1D0F-40DB-BB24-53990EA9D603;2024-09-24;HSM_42983658-0E50-4298-97B9-4096DE73D1FB;SKY_36
WHATSAPP;3DCB26A3-7273-456E-BE87-C74901A39927;2024-09-04;HSM_098B8EFF-40A2-4C0D-BF45-92CF113D321B;SKY_26
WHATSAPP;3DCB26A3-7273-456E-BE87-C74901A39927;2024-09-06;HSM_D213F7F8-0F73-4A3D-8223-8255CDCFC23E;SKY_26
WHATSAPP;3DCB26A3-7273-456E-BE87-C74901A39927;2024-09-17;HSM_4909ADFA-918A-40F9-BF78-B1AF15CF6FE4;SKY_26
WHATSAPP;3DCB26A3-7273-456E-BE87-C74901A39927;2024-09-19;HSM_F2B0774C-63F9-4DE9-BBD7-6769B9F66BC4;SKY_26
